Time,hares,foxes
226.3,341.6261,104.24088
226.4,341.21875,103.48343
226.5,340.82477,102.73128
226.6,340.44397,101.98439
226.7,340.07626,101.242744
226.8,339.72153,100.50632
226.9,339.37958,99.77506
227,339.05035,99.04897
227.1,338.73367,98.328
227.2,338.42947,97.61213
227.3,338.1376,96.90132
227.4,337.85794,96.19555
227.5,337.5904,95.4948
227.6,337.3348,94.79902
227.7,337.09113,94.10819
227.8,336.85922,93.422295
227.9,336.63895,92.74129
228,336.43027,92.06514
228.1,336.233,91.39384
228.2,336.04712,90.72734
228.3,335.8725,90.06562
228.4,335.709,89.40865
228.5,335.5566,88.75641
228.6,335.41516,88.10886
228.7,335.28458,87.46597
228.8,335.1648,86.82772
228.9,335.05573,86.19408
229,334.95724,85.56502
229.1,334.8693,84.940506
229.2,334.79178,84.32052
229.3,334.7246,83.705025
229.4,334.66772,83.093994
229.5,334.62103,82.48741
229.6,334.58447,81.88524
229.7,334.55795,81.287445
229.8,334.54138,80.69401
229.9,334.5347,80.1049
230,334.53784,79.52009
230.1,334.55072,78.93955
230.2,334.5733,78.36326
230.3,334.60547,77.79118
230.4,334.6472,77.223305
230.5,334.69836,76.659584
230.6,334.75897,76.1
230.7,334.82892,75.544525
230.8,334.9081,74.99313
230.9,334.99658,74.44579
231,335.09418,73.90249
231.1,335.20087,73.36319
231.2,335.31662,72.82786
231.3,335.44135,72.29648
231.4,335.575,71.76903
231.5,335.71753,71.24547
231.6,335.8689,70.725784
231.7,336.02902,70.20994
231.8,336.19785,69.69792
231.9,336.37537,69.18969
232,336.56146,68.685234
232.1,336.75616,68.18452
232.2,336.95935,67.68752
232.3,337.17102,67.194214
232.4,337.3911,66.704575
232.5,337.61957,66.218575
232.6,337.85638,65.7362
232.7,338.10147,65.257416
232.8,338.35483,64.782196
232.9,338.61636,64.31052
233,338.88608,63.84236
233.1,339.1639,63.3777
233.2,339.44983,62.916508
233.3,339.7438,62.458767
233.4,340.04578,62.004444
233.5,340.3557,61.55352
233.6,340.67358,61.105972
233.7,340.99936,60.661777
233.8,341.333,60.22091
233.9,341.6745,59.783348
234,342.02374,59.349068
234.1,342.3808,58.918045
234.2,342.74554,58.490257
234.3,343.118,58.065685
234.4,343.49814,57.644302
234.5,343.88593,57.226086
234.6,344.2813,56.811016
234.7,344.68427,56.39907
234.8,345.0948,55.990227
234.9,345.51282,55.584457
235,345.93835,55.181747
235.1,346.37137,54.782074
235.2,346.81183,54.385414
235.3,347.2597,53.991745
235.4,347.71497,53.601048
235.5,348.17764,53.2133
235.6,348.6476,52.828476
235.7,349.12494,52.446564
235.8,349.6096,52.067535
235.9,350.1015,51.691376
236,350.60065,51.318058
236.1,351.1071,50.947563
236.2,351.6207,50.579876
236.3,352.14154,50.21497
236.4,352.66956,49.852825
236.5,353.20474,49.493427
236.6,353.74704,49.13675
236.7,354.2965,48.78278
236.8,354.85306,48.431488
236.9,355.41672,48.082867
237,355.98746,47.736885
237.1,356.56525,47.39353
237.2,357.1501,47.052784
237.3,357.74194,46.714626
237.4,358.34082,46.379032
237.5,358.94672,46.04599
237.6,359.5596,45.71548
237.7,360.17944,45.38748
237.8,360.80627,45.061977
237.9,361.44003,44.738945
238,362.08072,44.418373
238.1,362.72836,44.10024
238.2,363.3829,43.784527
238.3,364.04437,43.47122
238.4,364.7127,43.160294
238.5,365.38797,42.851738
238.6,366.07007,42.545532
238.7,366.75906,42.241657
238.8,367.4549,41.9401
238.9,368.15756,41.640842
239,368.8671,41.343864
239.1,369.58347,41.049152
239.2,370.30667,40.756683
239.3,371.03668,40.46645
239.4,371.7735,40.17843
239.5,372.51712,39.892605
239.6,373.26758,39.608963
239.7,374.0248,39.327484
239.8,374.78882,39.048157
239.9,375.55963,38.77096
240,376.33722,38.495884
240.1,377.12158,38.222904
240.2,377.91272,37.95201
240.3,378.71063,37.68319
240.4,379.5153,37.41642
240.5,380.32675,37.151688
240.6,381.14493,36.88898
240.7,381.9699,36.628284
240.8,382.8016,36.369576
240.9,383.64008,36.11285
241,384.4853,35.85808
241.1,385.33728,35.605267
241.2,386.19598,35.354385
241.3,387.06146,35.10542
241.4,387.9337,34.85836
241.5,388.81265,34.613194
241.6,389.6984,34.3699
241.7,390.59085,34.128468
241.8,391.49008,33.888885
241.9,392.39606,33.651134
242,393.3088,33.415207
242.1,394.2283,33.18108
242.2,395.15454,32.94875
242.3,396.08755,32.718197
242.4,397.0273,32.48941
242.5,397.97385,32.262375
242.6,398.92715,32.03708
242.7,399.88724,31.813509
242.8,400.85406,31.59165
242.9,401.8277,31.37149
243,402.8081,31.153019
243.1,403.7953,30.93622
243.2,404.78928,30.72108
243.3,405.79007,30.507591
243.4,406.79764,30.295736
243.5,407.812,30.085506
243.6,408.83322,29.876886
243.7,409.8612,29.669865
243.8,410.89606,29.46443
243.9,411.9377,29.260569
244,412.9862,29.058271
244.1,414.04153,28.857523
244.2,415.10373,28.658314
244.3,416.17276,28.46063
244.4,417.24866,28.264463
244.5,418.33142,28.0698
244.6,419.42105,27.876629
244.7,420.51758,27.684938
244.8,421.621,27.494717
244.9,422.73132,27.305952
245,423.84854,27.118635
245.1,424.9727,26.932755
245.2,426.10376,26.748299
245.3,427.24176,26.565258
245.4,428.38672,26.38362
245.5,429.53864,26.203373
245.6,430.6975,26.02451
245.7,431.86334,25.847015
245.8,433.03616,25.670883
245.9,434.216,25.4961
246,435.40283,25.322657
246.1,436.59665,25.150545
246.2,437.79755,24.979752
246.3,439.00543,24.810266
246.4,440.2204,24.64208
246.5,441.4424,24.475185
246.6,442.6715,24.309568
246.7,443.90768,24.145222
246.8,445.15094,23.982134
246.9,446.4013,23.820295
247,447.6588,23.659698
247.1,448.92346,23.500334
247.2,450.19522,23.342188
247.3,451.47415,23.185257
247.4,452.76028,23.029526
247.5,454.05356,22.87499
247.6,455.35406,22.721638
247.7,456.66177,22.569462
247.8,457.97668,22.418451
247.9,459.29886,22.268599
248,460.6283,22.119892
248.1,461.965,21.972328
248.2,463.309,21.825893
248.3,464.66025,21.68058
248.4,466.01886,21.53638
248.5,467.38477,21.393286
248.6,468.75806,21.251287
248.7,470.13867,21.110376
248.8,471.52667,20.970547
248.9,472.9221,20.831787
249,474.3249,20.69409
249.1,475.7351,20.557447
249.2,477.15277,20.421852
249.3,478.5779,20.287294
249.4,480.0105,20.153769
249.5,481.4506,20.021265
249.6,482.8982,19.889776
249.7,484.3533,19.759293
249.8,485.81598,19.62981
249.9,487.2862,19.501318
250,488.764,19.373812
250.1,490.2494,19.24728
250.2,491.7424,19.121717
250.3,493.24304,18.997116
250.4,494.75134,18.873468
250.5,496.2673,18.750769
250.6,497.79095,18.629007
250.7,499.3223,18.508177
250.8,500.86136,18.388273
250.9,502.4082,18.269285
251,503.96277,18.151209
251.1,505.52515,18.034037
251.2,507.09534,17.91776
251.3,508.6733,17.802376
251.4,510.25916,17.687872
251.5,511.85287,17.574245
251.6,513.45447,17.461489
251.7,515.06396,17.349594
251.8,516.68134,17.238554
251.9,518.3067,17.128365
252,519.94006,17.01902
252.1,521.58136,16.91051
252.2,523.23065,16.80283
252.3,524.888,16.695974
252.4,526.5534,16.589935
252.5,528.2269,16.484709
252.6,529.9085,16.380285
252.7,531.5982,16.27666
252.8,533.296,16.17383
252.9,535.002,16.071785
253,536.7162,15.97052
253.1,538.4386,15.87003
253.2,540.1692,15.7703085
253.3,541.9081,15.67135
253.4,543.6552,15.573147
253.5,545.4107,15.475695
253.6,547.1745,15.378988
253.7,548.9466,15.283021
253.8,550.7271,15.187788
253.9,552.516,15.093283
254,554.3133,14.999499
254.1,556.1191,14.906434
254.2,557.9333,14.814079
254.3,559.75604,14.722431
254.4,561.5873,14.631484
254.5,563.42706,14.541231
254.6,565.2754,14.451669
254.7,567.1323,14.362791
254.8,568.99786,14.274593
254.9,570.8721,14.187069
255,572.755,14.100214
255.1,574.64655,14.014024
255.2,576.5469,13.928492
255.3,578.4559,13.843614
255.4,580.3737,13.759384
255.5,582.30035,13.675798
255.6,584.2358,13.592853
255.7,586.18005,13.51054
255.8,588.13324,13.428857
255.9,590.09534,13.347798
256,592.0664,13.26736
256.1,594.0464,13.187536
256.2,596.0354,13.108323
256.3,598.0334,13.029716
256.4,600.0404,12.951709
256.5,602.0566,12.874298
256.6,604.0818,12.797481
256.7,606.11615,12.72125
256.8,608.15967,12.645602
256.9,610.2124,12.570533
257,612.2743,12.4960375
257.1,614.34546,12.422112
257.2,616.42596,12.348753
257.3,618.5157,12.275954
257.4,620.6148,12.203713
257.5,622.72327,12.132025
257.6,624.84106,12.060884
257.7,626.9684,11.990289
257.8,629.1051,11.920233
257.9,631.2513,11.850714
258,633.40704,11.781727
258.1,635.5723,11.713268
258.2,637.7472,11.645333
258.3,639.93164,11.577918
258.4,642.12573,11.51102
258.5,644.32947,11.444634
258.6,646.54297,11.3787565
258.7,648.7662,11.313384
258.8,650.99915,11.248511
258.9,653.2419,11.184137
259,655.49445,11.120255
259.1,657.7569,11.056864
259.2,660.02924,10.993958
259.3,662.3115,10.931535
259.4,664.60376,10.86959
259.5,666.906,10.808121
259.6,669.2182,10.747123
259.7,671.5405,10.686593
259.8,673.8729,10.626528
259.9,676.2154,10.566924
260,678.5681,10.507777
260.1,680.93097,10.449085
260.2,683.304,10.390843
260.3,685.6874,10.33305
260.4,688.08105,10.275701
260.5,690.485,10.218791
260.6,692.89935,10.16232
260.7,695.32404,10.106283
260.8,697.7592,10.050677
260.9,700.20483,9.9955
261,702.66095,9.940746
261.1,705.1276,9.886415
261.2,707.6049,9.832501
261.3,710.0928,9.779004
261.4,712.59125,9.725919
261.5,715.1004,9.673243
261.6,717.6203,9.620973
261.7,720.151,9.569106
261.8,722.69244,9.51764
261.9,725.2447,9.466571
262,727.80786,9.415896
262.1,730.3819,9.365614
262.2,732.96686,9.31572
262.3,735.5628,9.266211
262.4,738.1698,9.217086
262.5,740.7878,9.16834
262.6,743.41693,9.119972
262.7,746.0572,9.0719795
262.8,748.70856,9.024358
262.9,751.37115,8.977106
263,754.04504,8.930221
263.1,756.73016,8.883699
263.2,759.42664,8.837539
263.3,762.13446,8.791738
263.4,764.8537,8.746291
263.5,767.58435,8.7012
263.6,770.3265,8.656458
263.7,773.08014,8.612065
263.8,775.84534,8.568019
263.9,778.62213,8.524315
264,781.41064,8.480952
264.1,784.21075,8.437928
264.2,787.0226,8.39524
264.3,789.8462,8.352885
264.4,792.68164,8.310863
264.5,795.5289,8.269168
264.6,798.38806,8.2278
264.7,801.2591,8.186756
264.8,804.14215,8.146035
264.9,807.03723,8.105633
265,809.94434,8.065548
265.1,812.8635,8.025779
265.2,815.79486,7.986322
265.3,818.73834,7.947176
265.4,821.6941,7.9083385
265.5,824.6621,7.8698077
265.6,827.64246,7.831581
265.7,830.6351,7.793656
265.8,833.64014,7.756031
265.9,836.65765,7.718704
266,839.6876,7.681673
266.1,842.73016,7.6449356
266.2,845.7852,7.6084895
266.3,848.8529,7.5723333
266.4,851.9333,7.536465
266.5,855.02637,7.500882
266.6,858.1322,7.4655833
266.7,861.2508,7.430566
266.8,864.38226,7.3958282
266.9,867.52655,7.361368
267,870.68384,7.3271847
267.1,873.8541,7.293275
267.2,877.03735,7.259638
267.3,880.2337,7.2262707
267.4,883.4432,7.1931725
267.5,886.6658,7.160341
267.6,889.9016,7.127774
267.7,893.1507,7.0954704
267.8,896.41315,7.0634284
267.9,899.68884,7.031646
268,902.978,7.000121
268.1,906.28064,6.9688525
268.2,909.5967,6.9378386
268.3,912.92633,6.9070773
268.4,916.2696,6.876567
268.5,919.62646,6.8463063
268.6,922.997,6.8162932
268.7,926.3813,6.7865267
268.8,929.77936,6.7570047
268.9,933.1913,6.7277255
269,936.61707,6.6986876
269.1,940.0568,6.6698895
269.2,943.51056,6.64133
269.3,946.97833,6.6130066
269.4,950.46014,6.584919
269.5,953.9561,6.557065
269.6,957.4663,6.529443
269.7,960.9907,6.5020514
269.8,964.5294,6.4748898
269.9,968.08246,6.447955
270,971.6499,6.4212475
270.1,975.23175,6.3947644
270.2,978.8281,6.368505
270.3,982.439,6.342468
270.4,986.0645,6.316651
270.5,989.7047,6.291054
270.6,993.35956,6.2656746
270.7,997.0292,6.240512
270.8,1000.7136,6.2155647
270.9,1004.4129,6.190831
271,1008.12714,6.166311
271.1,1011.8563,6.1420016
271.2,1015.6005,6.1179028
271.3,1019.3598,6.0940123
271.4,1023.1342,6.0703297
271.5,1026.9238,6.0468535
271.6,1030.7286,6.0235825
271.7,1034.5488,6.0005155
271.8,1038.3843,5.977651
271.9,1042.2351,5.9549885
272,1046.1016,5.932526
272.1,1049.9834,5.910263
272.2,1053.8809,5.888198
272.3,1057.794,5.8663297
272.4,1061.7227,5.844657
272.5,1065.6671,5.8231792
272.6,1069.6274,5.801895
272.7,1073.6036,5.7808037
272.8,1077.5957,5.7599034
272.9,1081.6038,5.7391934
273,1085.6278,5.7186728
273.1,1089.668,5.6983404
273.2,1093.7242,5.6781955
273.3,1097.7968,5.6582365
273.4,1101.8855,5.638463
273.5,1105.9905,5.618873
273.6,1110.1119,5.5994673
273.7,1114.2499,5.580243
273.8,1118.4042,5.5612
273.9,1122.5751,5.542338
274,1126.7627,5.523655
274.1,1130.9668,5.5051503
274.2,1135.1877,5.486823
274.3,1139.4255,5.4686728
274.4,1143.68,5.4506984
274.5,1147.9515,5.4328985
274.6,1152.2401,5.4152727
274.7,1156.5455,5.3978205
274.8,1160.8682,5.38054
274.9,1165.2079,5.3634315
275,1169.565,5.3464932
275.1,1173.9391,5.329725
275.2,1178.3307,5.3131256
275.3,1182.7397,5.2966948
275.4,1187.1663,5.2804313
275.5,1191.6102,5.264334
275.6,1196.0718,5.248403
275.7,1200.551,5.2326374
275.8,1205.0481,5.217036
275.9,1209.5627,5.201598
276,1214.0955,5.1863236
276.1,1218.6459,5.1712112
276.2,1223.2144,5.1562605
276.3,1227.8009,5.1414704
276.4,1232.4055,5.1268406
276.5,1237.0283,5.1123705
276.6,1241.6694,5.098059
276.7,1246.3287,5.083906
276.8,1251.0065,5.069911
276.9,1255.7025,5.0560727
277,1260.4172,5.042391
277.1,1265.1504,5.0288644
277.2,1269.9022,5.015494
277.3,1274.6727,5.0022774
277.4,1279.4619,4.9892154
277.5,1284.27,4.9763064
277.6,1289.097,4.9635506
277.7,1293.943,4.9509473
277.8,1298.808,4.938496
277.9,1303.692,4.926196
278,1308.5953,4.914047
278.1,1313.5178,4.902048
278.2,1318.4596,4.890199
278.3,1323.4208,4.8784995
278.4,1328.4014,4.866949
278.5,1333.4015,4.855547
278.6,1338.4211,4.844293
278.7,1343.4604,4.8331866
278.8,1348.5195,4.8222275
278.9,1353.5984,4.811415
279,1358.697,4.8007493
279.1,1363.8157,4.7902293
279.2,1368.9543,4.779855
279.3,1374.113,4.7696257
279.4,1379.2919,4.7595415
279.5,1384.4908,4.749602
279.6,1389.7102,4.739806
279.7,1394.95,4.730155
279.8,1400.21,4.720647
279.9,1405.4906,4.7112823
280,1410.7917,4.70206
280.1,1416.1136,4.6929812
280.2,1421.4562,4.6840444
280.3,1426.8195,4.67525
280.4,1432.2036,4.6665974
280.5,1437.6088,4.6580863
280.6,1443.0349,4.649717
280.7,1448.482,4.6414886
280.8,1453.9504,4.633401
280.9,1459.4401,4.6254544
281,1464.9509,4.6176486
281.1,1470.4833,4.609983
281.2,1476.037,4.602458
281.3,1481.6122,4.5950727
281.4,1487.2091,4.5878277
281.5,1492.8276,4.5807223
281.6,1498.4679,4.573757
281.7,1504.13,4.5669312
281.8,1509.814,4.560245
281.9,1515.52,4.553698
282,1521.248,4.5472903
282.1,1526.9983,4.5410223
282.2,1532.7706,4.5348935
282.3,1538.5654,4.528904
282.4,1544.3824,4.523053
282.5,1550.2219,4.517342
282.6,1556.084,4.5117702
282.7,1561.9685,4.506337
282.8,1567.8759,4.501044
282.9,1573.8059,4.495889
283,1579.7588,4.4908743
283.1,1585.7345,4.4859986
283.2,1591.7333,4.481262
283.3,1597.7551,4.4766655
283.4,1603.8,4.4722085
283.5,1609.8683,4.467891
283.6,1615.9598,4.4637136
283.7,1622.0747,4.4596763
283.8,1628.213,4.455779
283.9,1634.3749,4.452022
284,1640.5604,4.4484057
284.1,1646.7697,4.4449296
284.2,1653.0027,4.4415946
284.3,1659.2595,4.4384007
284.4,1665.5403,4.435348
284.5,1671.8451,4.432437
284.6,1678.1741,4.429668
284.7,1684.5271,4.427041
284.8,1690.9045,4.4245563
284.9,1697.3063,4.422214
285,1703.7324,4.420015
285.1,1710.1831,4.417959
285.2,1716.6583,4.416047
285.3,1723.1583,4.414279
285.4,1729.683,4.4126554
285.5,1736.2325,4.411176
285.6,1742.807,4.4098425
285.7,1749.4065,4.408654
285.8,1756.031,4.4076123
285.9,1762.6808,4.4067163
286,1769.3557,4.4059677
286.1,1776.056,4.4053664
286.2,1782.7819,4.4049134
286.3,1789.5331,4.4046082
286.4,1796.3098,4.4044523
286.5,1803.1124,4.404446
286.6,1809.9407,4.4045897
286.7,1816.7947,4.4048843
286.8,1823.6747,4.4053297
286.9,1830.5808,4.4059277
287,1837.5128,4.4066777
287.1,1844.4712,4.407581
287.2,1851.4557,4.408638
287.3,1858.4666,4.4098496
287.4,1865.5039,4.4112167
287.5,1872.5677,4.4127398
287.6,1879.6582,4.414419
287.7,1886.7753,4.4162564
287.8,1893.9192,4.4182515
287.9,1901.0898,4.4204063
288,1908.2875,4.422721
288.1,1915.5122,4.4251957
288.2,1922.764,4.4278326
288.3,1930.043,4.430632
288.4,1937.3492,4.4335947
288.5,1944.6829,4.436722
288.6,1952.044,4.4400144
288.7,1959.4325,4.443473
288.8,1966.8488,4.447099
288.9,1974.2927,4.4508934
289,1981.7644,4.454857
289.1,1989.2639,4.458991
289.2,1996.7915,4.463297
289.3,2004.347,4.467775
289.4,2011.9308,4.472427
289.5,2019.5427,4.477254
289.6,2027.183,4.482257
289.7,2034.8516,4.4874372
289.8,2042.5487,4.4927964
289.9,2050.2744,4.498335
290,2058.0286,4.504055
290.1,2065.8118,4.5099573
290.2,2073.6235,4.5160437
290.3,2081.464,4.5223145
290.4,2089.334,4.528773
290.5,2097.2327,4.5354185
290.6,2105.1606,4.542254
290.7,2113.1177,4.54928
290.8,2121.1042,4.5564995
290.9,2129.12,4.563912
291,2137.1655,4.571521
291.1,2145.2405,4.579326
291.2,2153.3452,4.587331
291.3,2161.4795,4.595536
291.4,2169.6436,4.6039433
291.5,2177.838,4.612555
291.6,2186.0618,4.621372
291.7,2194.316,4.6303973
291.8,2202.6003,4.6396313
291.9,2210.915,4.649077
292,2219.2598,4.6587358
292.1,2227.6353,4.66861
292.2,2236.041,4.6787014
292.3,2244.4773,4.689012
292.4,2252.9443,4.699544
292.5,2261.4421,4.710299
292.6,2269.9707,4.72128
292.7,2278.5303,4.7324886
292.8,2287.1206,4.743927
292.9,2295.7422,4.755598
293,2304.3948,4.7675033
293.1,2313.0789,4.779646
293.2,2321.794,4.7920275
293.3,2330.5405,4.8046513
293.4,2339.3186,4.817519
293.5,2348.1282,4.830634
293.6,2356.9692,4.843998
293.7,2365.8423,4.8576145
293.8,2374.7468,4.8714857
293.9,2383.6833,4.8856144
294,2392.6519,4.900003
294.1,2401.652,4.914655
294.2,2410.6846,4.929573
294.3,2419.7493,4.9447603
294.4,2428.8462,4.9602194
294.5,2437.9753,4.9759536
294.6,2447.137,4.991966
294.7,2456.3308,5.0082593
294.8,2465.5574,5.024838
294.9,2474.8164,5.0417037
295,2484.1082,5.0588613
295.1,2493.4326,5.076313
295.2,2502.79,5.0940633
295.3,2512.1802,5.112115
295.4,2521.603,5.1304717
295.5,2531.059,5.149138
295.6,2540.5483,5.1681166
295.7,2550.0706,5.187412
295.8,2559.6262,5.207027
295.9,2569.2148,5.226967
296,2578.837,5.2472353
296.1,2588.4924,5.267836
296.2,2598.1814,5.288773
296.3,2607.9038,5.3100514
296.4,2617.6597,5.3316746
296.5,2627.4495,5.3536477
296.6,2637.2727,5.375975
296.7,2647.13,5.398661
296.8,2657.0208,5.4217105
296.9,2666.9453,5.445128
297,2676.904,5.4689183
297.1,2686.8967,5.493087
297.2,2696.9233,5.517638
297.3,2706.9841,5.5425777
297.4,2717.0789,5.5679107
297.5,2727.2078,5.5936418
297.6,2737.371,5.619777
297.7,2747.5684,5.646322
297.8,2757.8003,5.6732817
297.9,2768.0664,5.7006626
298,2778.3667,5.7284703
298.1,2788.7017,5.75671
298.2,2799.071,5.785389
298.3,2809.4749,5.8145127
298.4,2819.9133,5.844087
298.5,2830.3862,5.8741193
298.6,2840.8938,5.904616
298.7,2851.436,5.9355826
298.8,2862.0127,5.9670267
298.9,2872.6243,5.9989557
299,2883.2705,6.0313754
299.1,2893.9514,6.0642943
299.2,2904.6672,6.0977187
299.3,2915.4175,6.131656
299.4,2926.203,6.166115
299.5,2937.023,6.2011023
299.6,2947.8777,6.2366257
299.7,2958.7673,6.2726936
299.8,2969.692,6.3093143
299.9,2980.6514,6.346496
300,2991.6455,6.3842473
300.1,3002.6746,6.422577
300.2,3013.7383,6.4614935
300.3,3024.8372,6.5010056
300.4,3035.9707,6.5411234
300.5,3047.139,6.5818553
300.6,3058.342,6.623212
300.7,3069.58,6.6652017
300.8,3080.8528,6.707835
300.9,3092.1604,6.7511225
301,3103.5024,6.795074
301.1,3114.8794,6.8397
301.2,3126.291,6.8850117
301.3,3137.7373,6.9310193
301.4,3149.2183,6.9777346
301.5,3160.7336,7.0251684
301.6,3172.2837,7.0733323
301.7,3183.868,7.1222386
301.8,3195.4868,7.171899
301.9,3207.1401,7.222326
302,3218.8276,7.2735314
302.1,3230.5496,7.325529
302.2,3242.3054,7.378331
302.3,3254.0957,7.4319515
302.4,3265.92,7.486404
302.5,3277.778,7.5417013
302.6,3289.67,7.5978584
302.7,3301.596,7.654889
302.8,3313.5554,7.712809
302.9,3325.5486,7.771632
303,3337.5752,7.831374
303.1,3349.6353,7.8920507
303.2,3361.7288,7.9536777
303.3,3373.8552,8.016272
303.4,3386.015,8.079848
303.5,3398.2075,8.144425
303.6,3410.4329,8.210019
303.7,3422.691,8.276648
303.8,3434.9817,8.34433
303.9,3447.3044,8.413082
304,3459.6597,8.482925
304.1,3472.0469,8.553877
304.2,3484.466,8.625957
304.3,3496.917,8.699185
304.4,3509.3994,8.7735815
304.5,3521.913,8.849168
304.6,3534.458,8.925963
304.7,3547.0337,9.003992
304.8,3559.6404,9.083274
304.9,3572.2776,9.163833
305,3584.945,9.24569
305.1,3597.6426,9.328871
305.2,3610.3699,9.413399
305.3,3623.1267,9.499297
305.4,3635.913,9.586592
305.5,3648.7283,9.675307
305.6,3661.5725,9.7654705
305.7,3674.445,9.857107
305.8,3687.346,9.950246
305.9,3700.275,10.044912
306,3713.2312,10.141136
306.1,3726.2148,10.238946
306.2,3739.2256,10.33837
306.3,3752.263,10.439441
306.4,3765.3264,10.542187
306.5,3778.4158,10.64664
306.6,3791.5308,10.752832
306.7,3804.671,10.860797
306.8,3817.836,10.970568
306.9,3831.0251,11.082177
307,3844.2383,11.195662
307.1,3857.475,11.311055
307.2,3870.7349,11.428396
307.3,3884.017,11.54772
307.4,3897.3215,11.669065
307.5,3910.6477,11.792471
307.6,3923.995,11.917976
307.7,3937.3628,12.045622
307.8,3950.751,12.175449
307.9,3964.1584,12.307501
308,3977.5852,12.441818
308.1,3991.0303,12.578446
308.2,4004.4932,12.717431
308.3,4017.9731,12.858817
308.4,4031.47,13.002652
308.5,4044.9827,13.148984
308.6,4058.511,13.297862
308.7,4072.0537,13.449335
308.8,4085.6104,13.603456
308.9,4099.1807,13.760275
309,4112.763,13.9198475
309.1,4126.3574,14.082227
309.2,4139.963,14.247469
309.3,4153.5786,14.415631
309.4,4167.2036,14.586772
309.5,4180.8374,14.76095
309.6,4194.4785,14.938227
309.7,4208.127,15.118664
309.8,4221.7812,15.302325
309.9,4235.4404,15.489275
310,4249.104,15.67958
310.1,4262.7705,15.873307
310.2,4276.4395,16.070526
310.3,4290.1094,16.271307
310.4,4303.7793,16.475723
310.5,4317.448,16.68385
310.6,4331.115,16.895758
310.7,4344.7793,17.111526
310.8,4358.4385,17.331234
310.9,4372.093,17.554962
311,4385.7397,17.782791
311.1,4399.379,18.014807
311.2,4413.009,18.251095
311.3,4426.6284,18.49174
311.4,4440.236,18.736834
311.5,4453.83,18.986467
311.6,4467.4097,19.240734
311.7,4480.9736,19.49973
311.8,4494.5195,19.76355
311.9,4508.0464,20.032295
312,4521.5527,20.306068
312.1,4535.0366,20.58497
312.2,4548.497,20.86911
312.3,4561.9316,21.158594
312.4,4575.3394,21.453533
312.5,4588.7183,21.754042
312.6,4602.0664,22.060232
312.7,4615.382,22.372223
312.8,4628.663,22.690136
312.9,4641.908,23.014093
313,4655.1147,23.344217
313.1,4668.2812,23.68064
313.2,4681.4053,24.023489
313.3,4694.4854,24.3729
313.4,4707.519,24.729006
313.5,4720.5034,25.091946
313.6,4733.4375,25.461864
313.7,4746.318,25.838903
313.8,4759.143,26.22321
313.9,4771.9106,26.614937
314,4784.617,27.014235
314.1,4797.261,27.42126
314.2,4809.84,27.836174
314.3,4822.35,28.25914
314.4,4834.79,28.690321
314.5,4847.1567,29.129887
314.6,4859.447,29.57801
314.7,4871.6577,30.03487
314.8,4883.787,30.500639
314.9,4895.8315,30.975506
315,4907.7876,31.459652
315.1,4919.653,31.953268
315.2,4931.424,32.456547
315.3,4943.0977,32.969685
315.4,4954.6704,33.49288
315.5,4966.139,34.026344
315.6,4977.5005,34.570274
315.7,4988.7505,35.124886
315.8,4999.886,35.69039
315.9,5010.904,36.26701
316,5021.7993,36.85496
316.1,5032.569,37.454475
316.2,5043.209,38.06578
316.3,5053.716,38.689106
316.4,5064.085,39.32469
316.5,5074.313,39.97278
316.6,5084.395,40.633606
316.7,5094.327,41.307426
316.8,5104.1045,41.99449
316.9,5113.7236,42.695053
317,5123.18,43.40937
317.1,5132.4683,44.13771
317.2,5141.5845,44.880337
317.3,5150.524,45.637516
317.4,5159.2812,46.409523
317.5,5167.8525,47.196632
317.6,5176.232,47.99913
317.7,5184.415,48.81729
317.8,5192.397,49.651405
317.9,5200.172,50.50176
318,5207.735,51.36865
318.1,5215.0806,52.252365
318.2,5222.2036,53.153206
318.3,5229.0986,54.071476
318.4,5235.76,55.00747
318.5,5242.182,55.9615
318.6,5248.3594,56.93387
318.7,5254.286,57.924885
318.8,5259.9565,58.93486
318.9,5265.3643,59.964108
319,5270.504,61.012936
319.1,5275.3696,62.081665
319.2,5279.9546,63.17061
319.3,5284.2534,64.280075
319.4,5288.2593,65.41039
319.5,5291.967,66.56187
319.6,5295.3687,67.73481
319.7,5298.4595,68.92955
319.8,5301.2324,70.146385
319.9,5303.681,71.38564
320,5305.799,72.64761
320.1,5307.58,73.93262
320.2,5309.017,75.24096
320.3,5310.1045,76.57294
320.4,5310.835,77.92885
320.5,5311.202,79.30898
320.6,5311.1997,80.71364
320.7,5310.821,82.14309
320.8,5310.0596,83.597626
320.9,5308.908,85.07751
321,5307.362,86.583
321.1,5305.4126,88.114365
321.2,5303.0547,89.67185
321.3,5300.2812,91.25569
321.4,5297.0864,92.86613
321.5,5293.464,94.50337
321.6,5289.407,96.16763
321.7,5284.91,97.859116
321.8,5279.967,99.577995
321.9,5274.5713,101.32445
322,5268.7173,103.09863
322.1,5262.3994,104.90069
322.2,5255.612,106.73075
322.3,5248.3486,108.58892
322.4,5240.6055,110.4753
322.5,5232.3765,112.38996
322.6,5223.6562,114.33296
322.7,5214.4404,116.30434
322.8,5204.724,118.30411
322.9,5194.5024,120.33226
323,5183.772,122.38877
323.1,5172.528,124.473595
323.2,5160.7666,126.58665
323.3,5148.4844,128.72784
323.4,5135.678,130.89703
323.5,5122.3447,133.09409
