Time,v1,v2,vRL
1.82e-05,3.1204245,-1.932795,-0.047207586
1.83e-05,3.117925,-1.9238805,-0.04721702
1.84e-05,3.1154356,-1.9149842,-0.046828043
1.85e-05,3.1129768,-1.906127,-0.046056293
1.86e-05,3.1105688,-1.8973285,-0.04491826
1.87e-05,3.1082304,-1.8886076,-0.04343123
1.88e-05,3.1059794,-1.8799824,-0.04161315
1.89e-05,3.103833,-1.8714695,-0.03948257
1.9e-05,3.101807,-1.863085,-0.037058547
1.91e-05,3.0999167,-1.8548439,-0.03436054
1.92e-05,3.098176,-1.8467599,-0.031408347
1.93e-05,3.0965977,-1.8388457,-0.028222
1.94e-05,3.0951936,-1.8311131,-0.0248217
1.95e-05,3.0939748,-1.8235728,-0.021227721
1.96e-05,3.0929508,-1.8162341,-0.017460339
1.97e-05,3.0921304,-1.8091055,-0.013539754
1.98e-05,3.0915208,-1.8021946,-0.009486025
1.99e-05,3.0911288,-1.7955074,-0.005318991
2e-05,3.09096,-1.7890494,-0.0010582127
2.01e-05,3.0910187,-1.7828248,0.0032770976
2.02e-05,3.091308,-1.7768368,0.007668124
2.03e-05,3.091831,-1.7710874,0.012096518
2.04e-05,3.0925887,-1.7655783,0.016544431
2.05e-05,3.093582,-1.7603096,0.020994585
2.06e-05,3.0948102,-1.7552807,0.025430292
2.07e-05,3.0962727,-1.7504904,0.029835518
2.08e-05,3.097967,-1.7459364,0.0341949
2.09e-05,3.0998902,-1.7416155,0.038493805
2.1e-05,3.102039,-1.7375242,0.042718317
2.11e-05,3.1044092,-1.7336576,0.046855308
2.12e-05,3.1069956,-1.7300109,0.050892428
2.13e-05,3.1097927,-1.7265781,0.054818142
2.14e-05,3.1127944,-1.7233529,0.058621727
2.15e-05,3.1159937,-1.7203285,0.0622933
2.16e-05,3.1193838,-1.7174972,0.06582381
2.17e-05,3.1229565,-1.7148515,0.06920505
2.18e-05,3.1267042,-1.7123828,0.07242967
2.19e-05,3.130618,-1.7100827,0.075491145
2.2e-05,3.1346896,-1.7079421,0.07838379
2.21e-05,3.1389096,-1.7059519,0.081102744
2.22e-05,3.1432688,-1.7041028,0.08364397
2.23e-05,3.1477575,-1.7023848,0.08600422
2.24e-05,3.1523664,-1.7007885,0.08818101
2.25e-05,3.1570854,-1.6993037,0.09017264
2.26e-05,3.1619048,-1.6979209,0.09197816
2.27e-05,3.166815,-1.6966298,0.09359737
2.28e-05,3.1718059,-1.6954206,0.09503077
2.29e-05,3.1768677,-1.6942835,0.096279606
2.3e-05,3.1819906,-1.6932086,0.09734569
2.31e-05,3.1871653,-1.6921862,0.09823127
2.32e-05,3.192382,-1.691207,0.09893948
2.33e-05,3.1976316,-1.6902615,0.09947391
2.34e-05,3.202905,-1.6893406,0.099838495
2.35e-05,3.2081933,-1.6884356,0.10003787
2.36e-05,3.2134879,-1.6875376,0.10007706
2.37e-05,3.2187805,-1.6866384,0.0999614
2.38e-05,3.224063,-1.6857299,0.09969671
2.39e-05,3.2293274,-1.6848044,0.09928914
2.4e-05,3.234567,-1.6838547,0.098745145
2.41e-05,3.2397742,-1.6828736,0.09807146
2.42e-05,3.2449424,-1.6818545,0.09727507
2.43e-05,3.2500656,-1.6807913,0.096363164
2.44e-05,3.2551374,-1.6796777,0.09534312
2.45e-05,3.2601528,-1.6785086,0.09422244
2.46e-05,3.2651062,-1.6772789,0.09300874
2.47e-05,3.2699933,-1.6759838,0.09170971
2.48e-05,3.2748094,-1.6746191,0.0903331
2.49e-05,3.2795508,-1.673181,0.08888663
2.5e-05,3.284214,-1.671666,0.08737805
2.51e-05,3.288796,-1.6700712,0.08581506
2.52e-05,3.293294,-1.6683941,0.08420524
2.53e-05,3.2977057,-1.6666322,0.08255614
2.54e-05,3.3020291,-1.6647838,0.08087518
2.55e-05,3.3062632,-1.6628476,0.07916958
2.56e-05,3.3104064,-1.6608225,0.07744647
2.57e-05,3.3144584,-1.6587079,0.07571274
2.58e-05,3.3184183,-1.6565033,0.07397509
2.59e-05,3.3222864,-1.654209,0.07224003
2.6e-05,3.3260627,-1.6518253,0.07051378
2.61e-05,3.3297482,-1.6493528,0.06880232
2.62e-05,3.3333437,-1.6467927,0.06711141
2.63e-05,3.3368504,-1.6441461,0.06544646
2.64e-05,3.3402696,-1.6414148,0.06381264
2.65e-05,3.3436036,-1.6386005,0.062214814
2.66e-05,3.346854,-1.6357054,0.060657505
2.67e-05,3.350023,-1.6327317,0.059145004
2.68e-05,3.3531134,-1.6296821,0.057681195
2.69e-05,3.3561277,-1.6265593,0.056269694
2.7e-05,3.3590689,-1.6233661,0.054913804
2.71e-05,3.36194,-1.6201059,0.05361646
2.72e-05,3.3647437,-1.6167816,0.052380327
2.73e-05,3.3674839,-1.6133966,0.051207718
2.74e-05,3.3701637,-1.6099546,0.050100617
2.75e-05,3.3727868,-1.6064589,0.04906075
2.76e-05,3.3753564,-1.6029133,0.048089474
2.77e-05,3.3778768,-1.5993215,0.04718786
2.78e-05,3.3803513,-1.5956872,0.046356715
2.79e-05,3.3827837,-1.5920141,0.045596506
2.8e-05,3.3851776,-1.5883061,0.044907454
2.81e-05,3.387537,-1.584567,0.044289507
2.82e-05,3.3898656,-1.5808005,0.043742325
2.83e-05,3.392167,-1.5770105,0.043265358
2.84e-05,3.3944454,-1.5732006,0.04285778
2.85e-05,3.3967037,-1.5693744,0.042518552
2.86e-05,3.3989458,-1.5655357,0.042246424
2.87e-05,3.4011755,-1.5616878,0.042039927
2.88e-05,3.403396,-1.5578344,0.041897412
2.89e-05,3.4056103,-1.5539786,0.041817047
2.9e-05,3.4078221,-1.5501237,0.04179683
2.91e-05,3.4100344,-1.5462728,0.04183462
2.92e-05,3.41225,-1.542429,0.04192812
2.93e-05,3.4144723,-1.5385951,0.042074915
2.94e-05,3.4167035,-1.534774,0.042272486
2.95e-05,3.4189465,-1.530968,0.042518206
