Time,x,y,z
603.02,1.9958211,-0.3295486,0.82140535
603.03,1.9907551,-0.31025526,0.83161515
603.04,1.9853939,-0.29097545,0.84188306
603.05,1.9797369,-0.2717122,0.852206
603.06,1.973784,-0.25246853,0.8625809
603.07,1.9675348,-0.23324734,0.87300456
603.08,1.9609889,-0.21405171,0.8834734
603.09,1.9541464,-0.19488467,0.89398396
603.1,1.9470071,-0.17574924,0.9045325
603.11,1.9395708,-0.15664846,0.91511506
603.12,1.9318378,-0.13758539,0.9257277
603.13,1.9238081,-0.11856301,0.9363666
603.14,1.9154819,-0.0995844,0.94702744
603.15,1.9068594,-0.08065262,0.9577057
603.16,1.897941,-0.06177073,0.9683969
603.17,1.8887272,-0.0429418,0.9790963
603.18,1.8792182,-0.024168892,0.989799
603.19,1.8694148,-0.005455077,1.0005001
603.2,1.8593175,0.0131966155,1.0111948
603.21,1.8489273,0.031783123,1.0218781
603.22,1.8382447,0.05030137,1.0325443
603.23,1.8272706,0.06874829,1.0431879
603.24,1.8160062,0.08712082,1.0538032
603.25,1.8044525,0.10541592,1.0643847
603.26,1.7926106,0.12363054,1.0749265
603.27,1.7804817,0.14176168,1.0854232
603.28,1.7680672,0.15980627,1.0958686
603.29,1.7553686,0.1777613,1.1062562
603.3,1.7423874,0.19562373,1.11658
603.31,1.729125,0.21339057,1.1268336
603.32,1.7155834,0.2310588,1.1370103
603.33,1.7017642,0.2486255,1.1471044
603.34,1.6876694,0.26608765,1.1571089
603.35,1.6733009,0.2834423,1.1670172
603.36,1.6586608,0.30068648,1.1768225
603.37,1.6437514,0.3178173,1.186518
603.38,1.6285748,0.3348318,1.1960968
603.39,1.6131335,0.35172716,1.2055526
603.4,1.5974299,0.36850044,1.2148783
603.41,1.5814667,0.38514882,1.224067
603.42,1.5652465,0.40166944,1.2331116
603.43,1.548772,0.4180595,1.2420052
603.44,1.5320461,0.4343162,1.250741
603.45,1.5150716,0.45043677,1.2593123
603.46,1.497852,0.46641847,1.267712
603.47,1.48039,0.4822586,1.2759331
603.48,1.462689,0.49795443,1.283969
603.49,1.4447526,0.5135033,1.2918128
603.5,1.4265838,0.52890265,1.2994579
603.51,1.4081863,0.54414976,1.3068976
603.52,1.3895639,0.5592421,1.3141254
603.53,1.37072,0.57417715,1.3211347
603.54,1.3516587,0.5889524,1.3279191
603.55,1.3323839,0.60356534,1.3344724
603.56,1.3128992,0.6180135,1.3407886
603.57,1.293209,0.6322946,1.3468615
603.58,1.2733172,0.6464061,1.3526853
603.59,1.2532283,0.66034573,1.3582542
