Time,x1,x2,z
0.087,-4.2178345,-0.23989096,-0.48840836
0.0875,-4.147638,0.19189718,-0.45072317
0.088,-4.085528,0.59718114,-0.34102458
0.0885,-4.026175,0.9658862,-0.16677728
0.089,-3.9619784,1.2893046,0.06318927
0.0895,-3.8845413,1.5603081,0.33853555
0.09,-3.786168,1.7738653,0.64746916
0.0905,-3.6611712,1.9276525,0.9771794
0.091,-3.506764,2.0224836,1.3146567
0.0915,-3.3233721,2.0623376,1.6477368
0.092,-3.1143348,2.0539029,1.9661033
0.0925,-2.8851306,2.0057325,2.2619984
0.093,-2.6423757,1.9272262,2.5304987
0.0935,-2.3928485,1.8276709,2.7693655
0.094,-2.142724,1.7155087,2.9785848
0.0945,-1.8971,1.5978999,3.159763
0.095,-1.6597939,1.4805611,3.3155177
0.0955,-1.4333527,1.3678117,3.4489563
0.096,-1.2191889,1.2627431,3.5632863
0.0965,-1.0177755,1.1674451,3.6615527
0.097,-0.82885146,1.0832385,3.7464836
0.0975,-0.6516083,1.0108863,3.8204176
0.098,-0.4848442,0.9507723,3.8852837
0.0985,-0.32708436,0.90304244,3.9426115
0.099,-0.17666851,0.8677142,3.9935577
0.0995,-0.03181231,0.8447569,4.0389366
0.1,0.10935217,0.8341495,4.079246
0.1005,0.2487508,0.83591974,4.1146874
0.101,0.38835105,0.85016847,4.145175
0.1015,0.53014994,0.87707937,4.1703324
0.102,0.67616105,0.91691554,4.18948
0.1025,0.8283947,0.97000027,4.2016044
0.103,0.9888253,1.0366786,4.205324
0.1035,1.1593373,1.1172533,4.1988387
0.104,1.3416415,1.2118893,4.1798787
0.1045,1.5371505,1.3204744,4.145662
0.105,1.7468024,1.4424309,4.0928693
0.1055,1.9708291,1.5764688,4.01767
0.106,2.2084663,1.720287,3.9158294
0.1065,2.457627,1.8702404,3.7829413
0.107,2.714588,2.0210245,3.6148374
0.1075,2.9737666,2.1654613,3.4081964
0.108,3.2277176,2.294515,3.1613467
0.1085,3.4674804,2.3976688,2.875166
0.109,3.6833737,2.4637706,2.5538926
